Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available
3. CO = Carbon Monoxide
4. FSP = Fine Suspended Particulates 
5. NO2 = Nitrogen Dioxide
6. NOX = Nitrogen Oxides
7. O3 = Ozone
8. RSP = Respirable Suspended Particulates
9. SO2 = Sulphur Dioxide



DATE,POLLUTANT,SHATIN,TSUEN WAN,CENTRAL,EASTERN,KWUN TONG,TUEN MUN,TUNG CHUNG,SHAM SHUI PO,SOUTHERN,YUEN LONG,CENTRAL/WESTERN,NORTH,KWAI CHUNG,TAP MUN,TSEUNG KWAN O,TAI PO,MONG KOK,CAUSEWAY BAY
26-01-2010,Nitrogen Dioxide,35,47,97,47,48,N.A.,40,60,N.A.,43,55,N.A.,52,15,N.A.,40,94,106
26-01-2010,Nitrogen Oxides,50,82,283,N.A.,97,N.A.,65,114,N.A.,66,110,N.A.,108,17,N.A.,N.A.,279,295
26-01-2010,Ozone,30,23,N.A.,24,21,N.A.,27,16,N.A.,19,20,N.A.,22,45,N.A.,29,N.A.,N.A.
26-01-2010,Respirable Suspended Particulates,42,39,49,40,43,N.A.,38,40,N.A.,49,47,N.A.,43,45,N.A.,41,49,62
26-01-2010,Sulphur Dioxide,8,8,19,8,10,N.A.,8,9,N.A.,3,12,N.A.,9,10,N.A.,10,10,8
27-01-2010,Carbon Monoxide,N.A.,74,73,N.A.,N.A.,N.A.,97,N.A.,N.A.,69,N.A.,N.A.,N.A.,77,N.A.,N.A.,117,96
27-01-2010,Fine Suspended Particulates ,N.A.,38,43,N.A.,N.A.,N.A.,38,N.A.,N.A.,40,N.A.,N.A.,N.A.,41,N.A.,N.A.,N.A.,N.A.
27-01-2010,Nitrogen Dioxide,33,60,108,63,52,N.A.,44,73,N.A.,54,64,N.A.,65,13,N.A.,42,112,106
27-01-2010,Nitrogen Oxides,39,98,272,N.A.,84,N.A.,60,127,N.A.,77,109,N.A.,127,14,N.A.,N.A.,288,248
27-01-2010,Ozone,52,30,N.A.,36,36,N.A.,39,23,N.A.,24,28,N.A.,30,67,N.A.,46,N.A.,N.A.
27-01-2010,Respirable Suspended Particulates,70,60,81,78,77,N.A.,65,74,N.A.,71,81,N.A.,69,74,N.A.,73,82,95
27-01-2010,Sulphur Dioxide,7,6,14,8,11,N.A.,9,10,N.A.,1,13,N.A.,9,11,N.A.,9,11,8
28-01-2010,Carbon Monoxide,N.A.,148,153,N.A.,N.A.,N.A.,178,N.A.,N.A.,134,N.A.,N.A.,N.A.,66,N.A.,N.A.,164,177
28-01-2010,Fine Suspended Particulates ,N.A.,99,80,N.A.,N.A.,N.A.,107,N.A.,N.A.,92,N.A.,N.A.,N.A.,28,N.A.,N.A.,N.A.,N.A.
28-01-2010,Nitrogen Dioxide,103,142,185,89,85,N.A.,139,144,N.A.,120,121,N.A.,149,13,N.A.,62,163,159
28-01-2010,Nitrogen Oxides,306,384,755,N.A.,268,N.A.,278,458,N.A.,246,371,N.A.,495,14,N.A.,N.A.,569,576
28-01-2010,Ozone,13,10,N.A.,21,13,N.A.,12,13,N.A.,10,13,N.A.,9,53,N.A.,22,N.A.,N.A.
28-01-2010,Respirable Suspended Particulates,91,130,115,56,58,N.A.,150,114,N.A.,131,96,N.A.,126,37,N.A.,46,113,108
28-01-2010,Sulphur Dioxide,12,52,43,5,8,N.A.,46,60,N.A.,23,36,N.A.,45,5,N.A.,6,44,19
29-01-2010,Carbon Monoxide,N.A.,101,130,N.A.,N.A.,N.A.,120,N.A.,N.A.,125,N.A.,N.A.,N.A.,88,N.A.,N.A.,183,162
29-01-2010,Fine Suspended Particulates ,N.A.,43,57,N.A.,N.A.,N.A.,35,N.A.,N.A.,59,N.A.,N.A.,N.A.,39,N.A.,N.A.,N.A.,N.A.
29-01-2010,Nitrogen Dioxide,52,77,141,82,72,N.A.,58,105,N.A.,77,97,N.A.,77,15,N.A.,50,147,129
29-01-2010,Nitrogen Oxides,154,176,424,N.A.,210,N.A.,118,342,N.A.,205,276,N.A.,212,16,N.A.,N.A.,499,367
29-01-2010,Ozone,51,32,N.A.,41,37,N.A.,41,26,N.A.,30,24,N.A.,31,83,N.A.,55,N.A.,N.A.
29-01-2010,Respirable Suspended Particulates,54,52,78,62,66,N.A.,46,74,N.A.,77,75,N.A.,56,54,N.A.,51,82,89
29-01-2010,Sulphur Dioxide,5,9,26,5,8,N.A.,9,17,N.A.,8,19,N.A.,9,7,N.A.,7,19,9
30-01-2010,Carbon Monoxide,N.A.,88,104,N.A.,N.A.,N.A.,91,N.A.,N.A.,80,N.A.,N.A.,N.A.,89,N.A.,N.A.,137,130
30-01-2010,Fine Suspended Particulates ,N.A.,55,63,N.A.,N.A.,N.A.,35,N.A.,N.A.,61,N.A.,N.A.,N.A.,59,N.A.,N.A.,N.A.,N.A.
30-01-2010,Nitrogen Dioxide,34,67,131,82,68,N.A.,45,90,N.A.,64,82,N.A.,70,12,N.A.,46,140,130
30-01-2010,Nitrogen Oxides,39,98,287,N.A.,97,N.A.,60,137,N.A.,87,128,N.A.,116,13,N.A.,N.A.,304,268
30-01-2010,Ozone,85,52,N.A.,51,58,N.A.,65,40,N.A.,50,45,N.A.,54,96,N.A.,74,N.A.,N.A.
30-01-2010,Respirable Suspended Particulates,75,68,92,86,87,N.A.,52,81,N.A.,79,87,N.A.,73,83,N.A.,79,93,106
30-01-2010,Sulphur Dioxide,6,5,19,8,10,N.A.,6,9,N.A.,6,13,N.A.,8,10,N.A.,10,11,8
31-01-2010,Carbon Monoxide,N.A.,77,72,N.A.,N.A.,N.A.,82,N.A.,N.A.,63,N.A.,N.A.,N.A.,79,N.A.,N.A.,122,173
31-01-2010,Fine Suspended Particulates ,N.A.,43,39,N.A.,N.A.,N.A.,26,N.A.,N.A.,37,N.A.,N.A.,N.A.,42,N.A.,N.A.,N.A.,N.A.
31-01-2010,Nitrogen Dioxide,65,84,116,77,69,N.A.,58,87,N.A.,54,83,N.A.,86,18,N.A.,61,131,156
31-01-2010,Nitrogen Oxides,137,187,299,N.A.,113,N.A.,95,190,N.A.,83,168,N.A.,219,21,N.A.,N.A.,363,458
31-01-2010,Ozone,26,15,N.A.,38,30,N.A.,29,22,N.A.,32,19,N.A.,18,72,N.A.,30,N.A.,N.A.
31-01-2010,Respirable Suspended Particulates,53,55,57,46,50,N.A.,38,52,N.A.,49,52,N.A.,58,55,N.A.,52,61,66
31-01-2010,Sulphur Dioxide,16,32,17,5,6,N.A.,7,25,N.A.,8,16,N.A.,53,12,N.A.,11,18,7
01-02-2010,Carbon Monoxide,N.A.,59,133,N.A.,N.A.,N.A.,76,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,71,N.A.,N.A.,114,151
01-02-2010,Fine Suspended Particulates ,N.A.,34,46,N.A.,N.A.,N.A.,25,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,29,N.A.,N.A.,N.A.,N.A.
01-02-2010,Nitrogen Dioxide,70,72,159,78,88,N.A.,59,79,N.A.,N.A.,81,N.A.,87,36,N.A.,67,132,155
01-02-2010,Nitrogen Oxides,154,176,711,N.A.,240,N.A.,136,215,N.A.,N.A.,237,N.A.,271,46,N.A.,N.A.,487,581
01-02-2010,Ozone,11,13,N.A.,23,7,N.A.,17,13,N.A.,N.A.,14,N.A.,7,31,N.A.,11,N.A.,N.A.
01-02-2010,Respirable Suspended Particulates,46,43,66,34,48,N.A.,34,46,N.A.,N.A.,45,N.A.,50,37,N.A.,47,46,73
01-02-2010,Sulphur Dioxide,25,25,38,12,14,N.A.,6,41,N.A.,N.A.,25,N.A.,56,13,N.A.,12,32,23
02-02-2010,Carbon Monoxide,N.A.,79,111,N.A.,N.A.,N.A.,76,N.A.,N.A.,63,N.A.,N.A.,N.A.,87,N.A.,N.A.,131,107
02-02-2010,Fine Suspended Particulates ,N.A.,38,45,N.A.,N.A.,N.A.,31,N.A.,N.A.,43,N.A.,N.A.,N.A.,31,N.A.,N.A.,N.A.,N.A.
02-02-2010,Nitrogen Dioxide,33,65,133,77,65,N.A.,45,90,N.A.,65,87,N.A.,82,19,N.A.,55,129,101
02-02-2010,Nitrogen Oxides,74,101,401,N.A.,134,N.A.,75,202,N.A.,109,200,N.A.,191,23,N.A.,N.A.,337,220
02-02-2010,Ozone,66,32,N.A.,36,41,N.A.,43,24,N.A.,27,23,N.A.,21,80,N.A.,42,N.A.,N.A.
02-02-2010,Respirable Suspended Particulates,50,51,72,51,59,N.A.,45,62,N.A.,57,66,N.A.,51,44,N.A.,52,63,77
02-02-2010,Sulphur Dioxide,6,6,25,5,8,N.A.,5,22,N.A.,3,13,N.A.,13,6,N.A.,8,20,6
03-02-2010,Carbon Monoxide,N.A.,72,79,N.A.,N.A.,N.A.,71,N.A.,N.A.,59,N.A.,N.A.,N.A.,73,N.A.,N.A.,115,81
03-02-2010,Fine Suspended Particulates ,N.A.,42,44,N.A.,N.A.,N.A.,30,N.A.,N.A.,45,N.A.,N.A.,N.A.,31,N.A.,N.A.,N.A.,N.A.
03-02-2010,Nitrogen Dioxide,17,58,104,64,49,N.A.,37,72,N.A.,59,66,N.A.,65,11,N.A.,39,113,97
03-02-2010,Nitrogen Oxides,21,85,241,N.A.,75,N.A.,63,111,N.A.,81,114,N.A.,125,12,N.A.,N.A.,268,203
03-02-2010,Ozone,78,38,N.A.,40,48,N.A.,52,30,N.A.,29,34,N.A.,36,76,N.A.,52,N.A.,N.A.
03-02-2010,Respirable Suspended Particulates,54,51,71,60,61,N.A.,40,61,N.A.,59,67,N.A.,55,46,N.A.,57,68,82
03-02-2010,Sulphur Dioxide,5,3,13,5,6,N.A.,4,7,N.A.,2,9,N.A.,6,6,N.A.,7,8,5
04-02-2010,Carbon Monoxide,N.A.,62,59,N.A.,N.A.,N.A.,64,N.A.,N.A.,50,N.A.,N.A.,N.A.,47,N.A.,N.A.,101,75
04-02-2010,Fine Suspended Particulates ,N.A.,22,23,N.A.,N.A.,N.A.,19,N.A.,N.A.,30,N.A.,N.A.,N.A.,17,N.A.,N.A.,N.A.,N.A.
04-02-2010,Nitrogen Dioxide,16,57,95,61,47,N.A.,32,70,N.A.,52,64,N.A.,60,11,N.A.,40,108,92
04-02-2010,Nitrogen Oxides,19,92,232,N.A.,78,N.A.,45,119,N.A.,71,126,N.A.,122,12,N.A.,N.A.,277,203
04-02-2010,Ozone,69,30,N.A.,34,40,N.A.,50,24,N.A.,29,26,N.A.,33,70,N.A.,40,N.A.,N.A.
04-02-2010,Respirable Suspended Particulates,26,28,40,29,29,N.A.,27,33,N.A.,43,38,N.A.,32,26,N.A.,27,39,48
04-02-2010,Sulphur Dioxide,4,3,4,3,4,N.A.,4,6,N.A.,6,8,N.A.,5,5,N.A.,5,7,4
05-02-2010,Carbon Monoxide,N.A.,62,52,N.A.,N.A.,N.A.,68,N.A.,N.A.,50,N.A.,N.A.,N.A.,51,N.A.,N.A.,104,77
05-02-2010,Fine Suspended Particulates ,N.A.,24,29,N.A.,N.A.,N.A.,22,N.A.,N.A.,29,N.A.,N.A.,N.A.,20,N.A.,N.A.,N.A.,N.A.
05-02-2010,Nitrogen Dioxide,18,56,99,64,47,N.A.,30,71,N.A.,48,67,N.A.,59,9,N.A.,40,109,92
05-02-2010,Nitrogen Oxides,22,87,224,N.A.,75,N.A.,42,118,N.A.,64,130,N.A.,114,10,N.A.,N.A.,272,198
05-02-2010,Ozone,69,32,N.A.,35,43,N.A.,53,24,N.A.,36,27,N.A.,35,74,N.A.,42,N.A.,N.A.
05-02-2010,Respirable Suspended Particulates,33,31,47,37,37,N.A.,29,41,N.A.,37,47,N.A.,42,28,N.A.,33,47,58
05-02-2010,Sulphur Dioxide,3,3,N.A.,3,4,N.A.,4,6,N.A.,5,8,N.A.,6,5,N.A.,5,6,4
06-02-2010,Carbon Monoxide,N.A.,60,63,N.A.,N.A.,N.A.,63,N.A.,N.A.,58,N.A.,N.A.,N.A.,48,N.A.,N.A.,104,70
06-02-2010,Fine Suspended Particulates ,N.A.,22,26,N.A.,N.A.,N.A.,18,N.A.,N.A.,28,N.A.,N.A.,N.A.,19,N.A.,N.A.,N.A.,N.A.
06-02-2010,Nitrogen Dioxide,17,55,103,68,48,N.A.,19,71,N.A.,51,67,N.A.,62,10,N.A.,43,113,89
06-02-2010,Nitrogen Oxides,20,89,232,N.A.,77,N.A.,30,119,N.A.,68,142,N.A.,121,11,N.A.,N.A.,293,187
06-02-2010,Ozone,68,33,N.A.,32,41,N.A.,59,24,N.A.,31,25,N.A.,32,72,N.A.,38,N.A.,N.A.
06-02-2010,Respirable Suspended Particulates,28,32,43,33,33,N.A.,25,37,N.A.,37,43,N.A.,32,26,N.A.,30,44,54
06-02-2010,Sulphur Dioxide,3,4,5,3,4,N.A.,2,6,N.A.,5,7,N.A.,6,5,N.A.,5,7,4
07-02-2010,Carbon Monoxide,N.A.,64,50,N.A.,N.A.,N.A.,65,N.A.,N.A.,56,N.A.,N.A.,N.A.,52,N.A.,N.A.,110,91
07-02-2010,Fine Suspended Particulates ,N.A.,12,15,N.A.,N.A.,N.A.,9,N.A.,N.A.,15,N.A.,N.A.,N.A.,12,N.A.,N.A.,N.A.,N.A.
07-02-2010,Nitrogen Dioxide,41,57,87,61,46,N.A.,34,71,N.A.,50,53,N.A.,58,18,N.A.,48,107,99
07-02-2010,Nitrogen Oxides,63,103,183,N.A.,76,N.A.,51,143,N.A.,80,78,N.A.,124,20,N.A.,N.A.,310,244
07-02-2010,Ozone,33,22,N.A.,26,31,N.A.,38,15,N.A.,20,22,N.A.,24,48,N.A.,23,N.A.,N.A.
07-02-2010,Respirable Suspended Particulates,15,17,24,15,16,N.A.,11,20,N.A.,16,17,N.A.,16,17,N.A.,15,25,32
07-02-2010,Sulphur Dioxide,4,4,5,2,3,N.A.,2,6,N.A.,5,7,N.A.,6,6,N.A.,5,7,4
08-02-2010,Carbon Monoxide,N.A.,71,78,N.A.,N.A.,N.A.,65,N.A.,N.A.,66,N.A.,N.A.,N.A.,51,N.A.,N.A.,124,109
08-02-2010,Fine Suspended Particulates ,N.A.,20,29,N.A.,N.A.,N.A.,16,N.A.,N.A.,24,N.A.,N.A.,N.A.,15,N.A.,N.A.,N.A.,N.A.
08-02-2010,Nitrogen Dioxide,56,66,118,80,67,N.A.,42,88,N.A.,68,70,N.A.,67,12,N.A.,60,125,109
08-02-2010,Nitrogen Oxides,112,165,327,N.A.,125,N.A.,78,194,N.A.,159,143,N.A.,173,13,N.A.,N.A.,372,319
08-02-2010,Ozone,28,20,N.A.,24,25,N.A.,33,11,N.A.,7,22,N.A.,19,62,N.A.,23,N.A.,N.A.
08-02-2010,Respirable Suspended Particulates,23,25,36,23,27,N.A.,19,31,N.A.,28,29,N.A.,25,18,N.A.,20,40,45
08-02-2010,Sulphur Dioxide,4,7,8,3,3,N.A.,4,5,N.A.,6,5,N.A.,6,5,N.A.,6,9,5
09-02-2010,Carbon Monoxide,N.A.,78,95,N.A.,N.A.,N.A.,48,N.A.,N.A.,33,N.A.,N.A.,N.A.,51,N.A.,N.A.,132,112
09-02-2010,Fine Suspended Particulates ,N.A.,32,37,N.A.,N.A.,N.A.,15,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,23,N.A.,N.A.,N.A.,N.A.
09-02-2010,Nitrogen Dioxide,49,74,129,71,61,N.A.,8,71,N.A.,45,48,N.A.,65,11,N.A.,60,104,131
09-02-2010,Nitrogen Oxides,85,271,461,N.A.,148,N.A.,18,201,N.A.,77,108,N.A.,175,11,N.A.,N.A.,383,426
09-02-2010,Ozone,16,5,N.A.,17,12,N.A.,48,8,N.A.,11,24,N.A.,10,54,N.A.,10,N.A.,N.A.
09-02-2010,Respirable Suspended Particulates,35,42,53,44,41,N.A.,20,41,N.A.,N.A.,35,N.A.,34,29,N.A.,40,53,55
09-02-2010,Sulphur Dioxide,4,24,11,4,4,N.A.,2,3,N.A.,9,2,N.A.,10,5,N.A.,6,10,5
10-02-2010,Carbon Monoxide,N.A.,36,82,N.A.,N.A.,N.A.,39,N.A.,N.A.,30,N.A.,N.A.,N.A.,44,N.A.,N.A.,74,75
10-02-2010,Fine Suspended Particulates ,N.A.,23,27,N.A.,N.A.,N.A.,10,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,15,N.A.,N.A.,N.A.,N.A.
10-02-2010,Nitrogen Dioxide,31,61,115,51,56,N.A.,2,45,N.A.,27,43,N.A.,68,9,N.A.,36,97,126
10-02-2010,Nitrogen Oxides,43,149,399,N.A.,131,N.A.,10,92,N.A.,52,88,N.A.,210,10,N.A.,N.A.,339,335
10-02-2010,Ozone,26,7,N.A.,23,11,N.A.,50,17,N.A.,22,22,N.A.,8,47,N.A.,19,N.A.,N.A.
10-02-2010,Respirable Suspended Particulates,24,34,42,26,28,N.A.,16,23,N.A.,N.A.,30,N.A.,36,20,N.A.,22,35,51
10-02-2010,Sulphur Dioxide,4,39,12,4,4,N.A.,2,4,N.A.,3,3,N.A.,49,5,N.A.,6,11,6
11-02-2010,Carbon Monoxide,N.A.,35,58,N.A.,N.A.,N.A.,44,N.A.,N.A.,35,N.A.,N.A.,N.A.,43,N.A.,N.A.,67,88
11-02-2010,Fine Suspended Particulates ,N.A.,21,21,N.A.,N.A.,N.A.,11,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,14,N.A.,N.A.,N.A.,N.A.
11-02-2010,Nitrogen Dioxide,30,53,83,31,54,N.A.,9,42,N.A.,27,31,N.A.,61,13,N.A.,33,90,106
11-02-2010,Nitrogen Oxides,46,132,278,N.A.,137,N.A.,21,96,N.A.,54,56,N.A.,194,15,N.A.,N.A.,334,288
11-02-2010,Ozone,25,9,N.A.,31,10,N.A.,45,15,N.A.,22,26,N.A.,7,39,N.A.,23,N.A.,N.A.
11-02-2010,Respirable Suspended Particulates,23,33,36,23,29,N.A.,18,26,N.A.,N.A.,24,N.A.,36,21,N.A.,27,34,42
11-02-2010,Sulphur Dioxide,6,30,7,3,3,N.A.,4,11,N.A.,6,6,N.A.,69,8,N.A.,6,14,5
12-02-2010,Carbon Monoxide,N.A.,70,72,N.A.,N.A.,N.A.,80,N.A.,N.A.,79,N.A.,N.A.,N.A.,65,N.A.,N.A.,92,145
12-02-2010,Fine Suspended Particulates ,N.A.,20,26,N.A.,N.A.,N.A.,19,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,16,N.A.,N.A.,N.A.,N.A.
12-02-2010,Nitrogen Dioxide,32,38,113,47,47,N.A.,36,46,N.A.,30,45,N.A.,47,11,N.A.,34,64,107
12-02-2010,Nitrogen Oxides,54,82,430,N.A.,145,N.A.,69,115,N.A.,57,109,N.A.,142,12,N.A.,N.A.,223,409
12-02-2010,Ozone,15,11,N.A.,11,7,N.A.,13,9,N.A.,15,8,N.A.,10,31,N.A.,19,N.A.,N.A.
12-02-2010,Respirable Suspended Particulates,28,34,52,33,38,N.A.,35,33,N.A.,N.A.,39,N.A.,29,21,N.A.,29,37,54
12-02-2010,Sulphur Dioxide,8,9,13,9,8,N.A.,11,13,N.A.,9,11,N.A.,17,6,N.A.,5,15,11
13-02-2010,Carbon Monoxide,N.A.,66,35,N.A.,N.A.,N.A.,49,N.A.,N.A.,56,N.A.,N.A.,N.A.,66,N.A.,N.A.,86,92
13-02-2010,Fine Suspended Particulates ,N.A.,13,14,N.A.,N.A.,N.A.,12,N.A.,N.A.,14,N.A.,N.A.,N.A.,13,N.A.,N.A.,N.A.,N.A.
13-02-2010,Nitrogen Dioxide,26,34,65,39,33,N.A.,21,39,N.A.,26,32,N.A.,33,8,N.A.,27,77,96
13-02-2010,Nitrogen Oxides,38,70,157,N.A.,72,N.A.,40,76,N.A.,49,50,N.A.,72,9,N.A.,N.A.,251,280
13-02-2010,Ozone,23,18,N.A.,23,19,N.A.,26,17,N.A.,20,19,N.A.,21,39,N.A.,31,N.A.,N.A.
13-02-2010,Respirable Suspended Particulates,16,16,19,16,18,N.A.,17,16,N.A.,18,19,N.A.,12,16,N.A.,18,23,31
13-02-2010,Sulphur Dioxide,4,5,1,2,2,N.A.,5,2,N.A.,3,2,N.A.,7,5,N.A.,3,6,5
14-02-2010,Carbon Monoxide,N.A.,69,48,N.A.,N.A.,N.A.,64,N.A.,N.A.,69,N.A.,N.A.,N.A.,69,N.A.,N.A.,95,108
14-02-2010,Fine Suspended Particulates ,N.A.,25,27,N.A.,N.A.,N.A.,26,N.A.,N.A.,26,N.A.,N.A.,N.A.,18,N.A.,N.A.,N.A.,N.A.
14-02-2010,Nitrogen Dioxide,27,39,80,49,42,N.A.,26,46,N.A.,31,38,N.A.,43,8,N.A.,N.A.,83,124
14-02-2010,Nitrogen Oxides,44,99,244,N.A.,103,N.A.,68,127,N.A.,70,95,N.A.,120,9,N.A.,N.A.,293,411
14-02-2010,Ozone,27,16,N.A.,22,19,N.A.,20,16,N.A.,13,19,N.A.,17,41,N.A.,N.A.,N.A.,N.A.
14-02-2010,Respirable Suspended Particulates,22,29,36,24,25,N.A.,31,27,N.A.,32,29,N.A.,23,22,N.A.,22,33,42
14-02-2010,Sulphur Dioxide,4,8,12,2,4,N.A.,8,7,N.A.,5,10,N.A.,8,5,N.A.,N.A.,13,8
15-02-2010,Carbon Monoxide,N.A.,71,62,N.A.,N.A.,N.A.,67,N.A.,N.A.,68,N.A.,N.A.,N.A.,80,N.A.,N.A.,80,157
15-02-2010,Fine Suspended Particulates ,N.A.,9,16,N.A.,N.A.,N.A.,12,N.A.,N.A.,12,N.A.,N.A.,N.A.,10,N.A.,N.A.,N.A.,N.A.
15-02-2010,Nitrogen Dioxide,24,29,79,45,45,N.A.,28,31,N.A.,23,35,N.A.,40,7,N.A.,28,54,116
15-02-2010,Nitrogen Oxides,39,63,294,N.A.,152,N.A.,56,66,N.A.,42,89,N.A.,131,8,N.A.,N.A.,180,451
15-02-2010,Ozone,14,11,N.A.,6,4,N.A.,10,10,N.A.,14,6,N.A.,7,33,N.A.,27,N.A.,N.A.
15-02-2010,Respirable Suspended Particulates,11,11,25,14,16,N.A.,15,9,N.A.,16,16,N.A.,12,11,N.A.,14,15,24
15-02-2010,Sulphur Dioxide,4,5,15,6,6,N.A.,6,2,N.A.,3,16,N.A.,7,4,N.A.,3,5,12
16-02-2010,Carbon Monoxide,N.A.,83,61,N.A.,N.A.,N.A.,74,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,91,N.A.,N.A.,84,137
16-02-2010,Fine Suspended Particulates ,N.A.,13,17,N.A.,N.A.,N.A.,15,N.A.,N.A.,17,N.A.,N.A.,N.A.,15,N.A.,N.A.,N.A.,N.A.
16-02-2010,Nitrogen Dioxide,22,28,101,39,41,N.A.,25,34,N.A.,N.A.,37,N.A.,37,6,N.A.,29,56,97
16-02-2010,Nitrogen Oxides,35,54,312,N.A.,101,N.A.,44,65,N.A.,N.A.,65,N.A.,84,7,N.A.,N.A.,156,332
16-02-2010,Ozone,26,19,N.A.,23,15,N.A.,20,19,N.A.,N.A.,15,N.A.,18,38,N.A.,34,N.A.,N.A.
16-02-2010,Respirable Suspended Particulates,17,16,26,14,17,N.A.,19,15,N.A.,20,19,N.A.,13,15,N.A.,19,20,28
16-02-2010,Sulphur Dioxide,6,5,5,2,5,N.A.,5,2,N.A.,N.A.,5,N.A.,7,5,N.A.,3,4,6
17-02-2010,Carbon Monoxide,N.A.,88,77,N.A.,N.A.,N.A.,84,N.A.,N.A.,69,N.A.,N.A.,N.A.,95,N.A.,N.A.,89,152
17-02-2010,Fine Suspended Particulates ,N.A.,16,22,N.A.,N.A.,N.A.,16,N.A.,N.A.,19,N.A.,N.A.,N.A.,17,N.A.,N.A.,N.A.,N.A.
17-02-2010,Nitrogen Dioxide,24,34,108,45,44,N.A.,29,35,N.A.,26,42,N.A.,42,6,N.A.,33,63,102
17-02-2010,Nitrogen Oxides,36,63,371,N.A.,114,N.A.,55,69,N.A.,46,86,N.A.,107,7,N.A.,N.A.,186,370
17-02-2010,Ozone,25,16,N.A.,20,11,N.A.,16,18,N.A.,19,12,N.A.,15,39,N.A.,33,N.A.,N.A.
17-02-2010,Respirable Suspended Particulates,16,18,28,15,18,N.A.,19,16,N.A.,21,21,N.A.,16,17,N.A.,20,21,33
17-02-2010,Sulphur Dioxide,6,6,5,2,5,N.A.,6,4,N.A.,3,3,N.A.,7,5,N.A.,4,5,6
18-02-2010,Carbon Monoxide,N.A.,80,74,N.A.,N.A.,N.A.,76,N.A.,N.A.,81,N.A.,N.A.,N.A.,84,N.A.,N.A.,89,145
18-02-2010,Fine Suspended Particulates ,N.A.,34,38,N.A.,N.A.,N.A.,38,N.A.,N.A.,41,N.A.,N.A.,N.A.,39,N.A.,N.A.,N.A.,N.A.
18-02-2010,Nitrogen Dioxide,32,37,119,51,51,N.A.,34,43,N.A.,29,46,N.A.,45,6,N.A.,41,72,106
18-02-2010,Nitrogen Oxides,44,64,386,N.A.,120,N.A.,53,74,N.A.,44,79,N.A.,100,7,N.A.,N.A.,194,354
18-02-2010,Ozone,29,22,N.A.,27,16,N.A.,28,22,N.A.,35,17,N.A.,23,55,N.A.,37,N.A.,N.A.
18-02-2010,Respirable Suspended Particulates,42,40,53,39,42,N.A.,46,41,N.A.,50,45,N.A.,36,40,N.A.,46,47,60
18-02-2010,Sulphur Dioxide,7,6,6,4,10,N.A.,10,6,N.A.,6,4,N.A.,8,8,N.A.,5,6,7
19-02-2010,Carbon Monoxide,N.A.,81,81,N.A.,N.A.,N.A.,77,N.A.,N.A.,87,N.A.,N.A.,N.A.,86,N.A.,N.A.,88,157
19-02-2010,Fine Suspended Particulates ,N.A.,22,26,N.A.,N.A.,N.A.,27,N.A.,N.A.,32,N.A.,N.A.,N.A.,24,N.A.,N.A.,N.A.,N.A.
19-02-2010,Nitrogen Dioxide,39,46,127,64,63,N.A.,44,52,N.A.,43,59,N.A.,59,10,N.A.,60,84,139
19-02-2010,Nitrogen Oxides,54,84,401,N.A.,151,N.A.,73,96,N.A.,68,120,N.A.,146,11,N.A.,N.A.,228,479
19-02-2010,Ozone,28,19,N.A.,24,12,N.A.,23,21,N.A.,23,14,N.A.,19,55,N.A.,31,N.A.,N.A.
19-02-2010,Respirable Suspended Particulates,25,24,35,22,25,N.A.,31,23,N.A.,35,28,N.A.,21,23,N.A.,31,27,37
19-02-2010,Sulphur Dioxide,6,6,10,5,9,N.A.,15,4,N.A.,6,10,N.A.,7,7,N.A.,4,5,10
20-02-2010,Carbon Monoxide,N.A.,83,71,N.A.,N.A.,N.A.,86,N.A.,N.A.,96,N.A.,N.A.,N.A.,79,N.A.,N.A.,103,113
20-02-2010,Fine Suspended Particulates ,N.A.,27,25,N.A.,N.A.,N.A.,36,N.A.,N.A.,37,N.A.,N.A.,N.A.,23,N.A.,N.A.,N.A.,N.A.
20-02-2010,Nitrogen Dioxide,46,68,124,62,58,N.A.,65,73,N.A.,56,67,N.A.,64,12,N.A.,53,109,136
20-02-2010,Nitrogen Oxides,68,151,348,N.A.,108,N.A.,135,147,N.A.,108,129,N.A.,145,14,N.A.,N.A.,307,379
20-02-2010,Ozone,26,9,N.A.,34,23,N.A.,14,16,N.A.,15,18,N.A.,18,54,N.A.,33,N.A.,N.A.
20-02-2010,Respirable Suspended Particulates,31,34,39,26,28,N.A.,45,32,N.A.,47,31,N.A.,27,29,N.A.,31,40,41
20-02-2010,Sulphur Dioxide,10,18,9,6,10,N.A.,16,8,N.A.,9,6,N.A.,16,10,N.A.,7,10,9
21-02-2010,Carbon Monoxide,N.A.,74,29,N.A.,N.A.,N.A.,71,N.A.,N.A.,98,N.A.,N.A.,N.A.,78,N.A.,N.A.,103,112
